NM_PARLA,COD_PARLA,STATE,PARTY,correctYea,wrongYea,wrongNay,correctNay,GMP,CC,coord1D,coord2D,se1D,se2D,corr.1
WALDENOR PEREIRA,219,Bahia,PT,204,23,21,424,0.815300107,0.93452381,-0.660822749,0.42184636,0,0,0
WALDIR MARANHÃO,84,Maranhão,Avante,22,5,13,26,0.564528704,0.727272727,-0.345642924,-0.441514343,0,0,0
WALDIR MARANHÃO,84,Maranhão,PP,117,9,7,72,0.813447893,0.92195122,0.180006921,-0.64703989,0,0,0
WALDIR MARANHÃO,84,Maranhão,PSDB,37,2,1,34,0.876717925,0.959459459,0.76852107,0.239219725,0,0,0
WALDIR MARANHÃO,84,Maranhão,PTdoB,7,2,1,10,0.777497053,0.85,-0.359530866,0.182569653,0,0,0
WALNEY ROCHA,535,Rio de Janeiro,PEN,155,60,65,149,0.501729667,0.708624709,0.035231087,-0.262452781,0,0,0
WALNEY ROCHA,535,Rio de Janeiro,PTB,115,36,23,78,0.628361285,0.765873016,0.312359005,-0.139621899,0,0,0
WALNEY ROCHA,535,Rio de Janeiro,Patriota,27,4,5,31,0.771389186,0.865671642,0.32548812,0.105388701,0,0,0
WALTER ALVES,125,Rio Grande do Norte,MDB,18,1,0,26,0.888913393,0.977777778,0.593643129,0.048965611,0,0,0
WALTER ALVES,125,Rio Grande do Norte,PMDB,327,14,23,222,0.833282292,0.936860068,0.269316256,-0.724628508,0,0,0
WALTER IHOSHI,518,São Paulo,PSD,260,26,20,193,0.790742397,0.907815631,0.364410758,-0.642564178,0,0,0
WALTER ILHOSHI,518,São Paulo,PSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WALTER PINHEIRO,833,Bahia,PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WALTER PINHEIRO,833,Bahia,S.Part.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WASHINGTON CORAÇÃO VALENTE,619,Rio Grande do Sul,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WASHINGTON REIS,326,Rio de Janeiro,PMDB,164,9,6,119,0.844310403,0.94966443,0.177738175,-0.984077811,0,0,0
WELITON PRADO,270,Minas Gerais,PMB,65,20,88,138,0.567594647,0.652733119,-0.357381493,0.933958471,0,0,0
WELITON PRADO,270,Minas Gerais,PROS,73,18,53,99,0.6314224,0.70781893,-0.764531314,-0.644586623,0,0,0
WELITON PRADO,270,Minas Gerais,PT,77,33,28,67,0.539293766,0.702439024,0.235914364,0.469092548,0,0,0
WELLINGTON FAGUNDES,842,Mato Grosso,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ROBERTO,136,Paraíba,PR,222,37,18,181,0.754771471,0.879912664,0.107770376,-0.672813714,0,0,0
WEVERTON ROCHA,83,Maranhão,PDT,138,19,33,197,0.718648732,0.865633075,-0.198943242,0.306561291,0,0,0
WHERLES ROCHA,59,Acre,PSDB,9,0,0,17,0.893638313,1,0.861200631,0.124835327,0,0,0
WILDER MORAIS,926,Goiás,DEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WILDER MORAIS,926,Goiás,PP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WILLIAM WOO,533,São Paulo,PP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WILLIAM WOO,533,São Paulo,PV,51,12,23,63,0.597443223,0.765100671,0.457276523,0.018746559,0,0,0
WILSON BESERRA,562,Rio de Janeiro,PMDB,101,3,5,68,0.85966152,0.95480226,0.394726783,-0.918798566,0,0,0
WILSON FILHO,139,Paraíba,PTB,322,40,26,214,0.766223669,0.890365449,0.23428756,-0.573834538,0,0,0
WLADIMIR COSTA,23,Pará,Solidaried,123,9,12,102,0.808104515,0.914634146,0.55490464,-0.00642731,0,0,0
WOLNEY QUEIROZ,164,Pernambuco,PDT,188,34,60,294,0.692663729,0.836805556,-0.215564236,0.440608472,0,0,0
XUXU DAL MOLIN,607,Mato Grosso,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XUXU DAL MOLIN,607,Mato Grosso,PSC,16,2,0,15,0.879634798,0.939393939,0.672472537,-0.271995246,0,0,0
YEDA CRUSIUS,598,Rio Grande do Sul,PSDB,102,4,5,90,0.879775882,0.955223881,0.825359523,0.217074737,0,0,0
ZECA CAVALCANTI,163,Pernambuco,PTB,366,42,26,267,0.775755107,0.90299572,0.227231443,-0.636689425,0,0,0
ZECA DIRCEU,468,Paraná,PT,196,10,9,266,0.840669155,0.96049896,-0.62212199,-0.102938466,0,0,0
ZECA DO PT,440,Mato Grosso do Sul,PT,246,4,11,408,0.864419937,0.977578475,-0.590142131,-0.058665283,0,0,0
ZENAIDE MAIA,126,Rio Grande do Norte,PHS,36,4,24,50,0.70023036,0.754385965,-0.747264981,-0.664526165,0,0,0
ZENAIDE MAIA,126,Rio Grande do Norte,PR,196,42,152,238,0.533354044,0.691082803,-0.556056678,-0.410808355,0,0,0
ZEZÉ PERRELLA,943,Minas Gerais,MDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZEZÉ PERRELLA,943,Minas Gerais,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZEZÉ PERRELLA,943,Minas Gerais,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZEZÉ PERRELLA,943,Minas Gerais,PTB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZÉ AUGUSTO NALIN,557,Rio de Janeiro,DEM,18,0,1,10,0.886946619,0.965517241,0.49874562,-0.222994685,0,0,0
ZÉ AUGUSTO NALIN,557,Rio de Janeiro,PMDB,164,13,4,124,0.83322531,0.944262295,0.25621745,-0.777238369,0,0,0
ZÉ CARLOS,86,Maranhão,PT,201,21,32,381,0.804497063,0.916535433,-0.598072827,0.307933211,0,0,0
ZÉ GERALDO,25,Pará,PT,211,17,16,348,0.821177483,0.944256757,-0.552629888,-0.070891522,0,0,0
ZÉ SILVA,271,Minas Gerais,Solidaried,340,30,30,276,0.803770661,0.911242604,0.642894208,0.268196762,0,0,0
ÁLVARO DIAS,855,Paraná,PODE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ÁLVARO DIAS,855,Paraná,PSDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ÁLVARO DIAS,855,Paraná,PV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ÁLVARO DIAS,855,Paraná,Podemos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ÁTILA  A. NUNES,564,Rio de Janeiro,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ÁTILA LINS,38,Amazonas,PP,40,1,3,27,0.846052051,0.943661972,0.263767183,-0.119817793,0,0,0
ÁTILA LINS,38,Amazonas,PSD,250,30,23,197,0.78332895,0.894,0.256495059,-0.616759002,0,0,0
ÁTILA LIRA,109,Piauí,PSB,346,55,50,281,0.749851763,0.856557377,0.293583602,-0.058374334,0,0,0
